Epoch,Domain,Metric,Value,Stage
66,Tools,NDCG@10,0.2723626493144217,Val
66,Toys,HR@10,0.5055427734783519,Val
66,Toys,NDCG@10,0.290620657639819,Val
66,Overall,HR@10,0.5659924766941068,Val
66,Overall,NDCG@10,0.32600298712417725,Val
67,Baby,HR@10,0.6977596531075779,Val
67,Baby,NDCG@10,0.4070776644007401,Val
67,Tools,HR@10,0.48557430593358736,Val
67,Tools,NDCG@10,0.2736248333196837,Val
67,Toys,HR@10,0.50700690232169,Val
67,Toys,NDCG@10,0.2925252775392375,Val
67,Overall,HR@10,0.5677188391575351,Val
67,Overall,NDCG@10,0.32717296864754664,Val
68,Baby,HR@10,0.6969853396654966,Val
68,Baby,NDCG@10,0.40852436513767215,Val
68,Tools,HR@10,0.48115889433254705,Val
68,Tools,NDCG@10,0.26966261959102666,Val
68,Toys,HR@10,0.5064317088475214,Val
68,Toys,NDCG@10,0.2947785706457387,Val
68,Overall,HR@10,0.5659197877482782,Val
68,Overall,NDCG@10,0.3272749182462799,Val
69,Baby,HR@10,0.7041606442287838,Val
69,Baby,NDCG@10,0.4123497181700164,Val
69,Tools,HR@10,0.4798887074336176,Val
69,Tools,NDCG@10,0.26712781171105093,Val
69,Toys,HR@10,0.5060656766366869,Val
69,Toys,NDCG@10,0.2916043764684481,Val
69,Overall,HR@10,0.5679369059950208,Val
69,Overall,NDCG@10,0.32675689085738363,Val
70,Baby,HR@10,0.705606029320669,Val
70,Baby,NDCG@10,0.41464070711536183,Val
70,Tools,HR@10,0.48835662009314706,Val
70,Tools,NDCG@10,0.27383241745900627,Val
70,Toys,HR@10,0.50700690232169,Val
70,Toys,NDCG@10,0.29373267225378447,Val
70,Overall,HR@10,0.571316941976049,Val
70,Overall,NDCG@10,0.3303173737532921,Val
71,Baby,HR@10,0.7016828412141235,Val
71,Baby,NDCG@10,0.4140877928281559,Val
71,Tools,HR@10,0.4858162462952882,Val
71,Tools,NDCG@10,0.2706376811370275,Val
71,Toys,HR@10,0.5084187408491947,Val
71,Toys,NDCG@10,0.29468901808528963,Val
71,Overall,HR@10,0.5696632684584492,Val
71,Overall,NDCG@10,0.32949525317139305,Val
72,Baby,HR@10,0.7013214949411521,Val
72,Baby,NDCG@10,0.4114307036084818,Val
72,Tools,HR@10,0.4858767313857134,Val
72,Tools,NDCG@10,0.27336489646028544,Val
72,Toys,HR@10,0.5067454507425225,Val
72,Toys,NDCG@10,0.2934770395682089,Val
72,Overall,HR@10,0.5689727234730778,Val
72,Overall,NDCG@10,0.32895804626985475,Val
73,Baby,HR@10,0.7027668800330373,Val
73,Baby,NDCG@10,0.4149538799588673,Val
73,Tools,HR@10,0.48829613500272184,Val
73,Tools,NDCG@10,0.2738040737874321,Val
73,Toys,HR@10,0.5118699016942062,Val
73,Toys,NDCG@10,0.298464681808999,Val
